# 3ab411cd-b91d-41eb-b445-3bab87d066ff
# 2bb9d6049f52c3244f3f2043f9b2539bac590943
# x_ref_m; y_ref_m; width_right_m; width_left_m; x_normvec_m; y_normvec_m; alpha_m; s_racetraj_m; psi_racetraj_rad; kappa_racetraj_radpm; vx_racetraj_mps; ax_racetraj_mps2
80.1399980; 30.5454570; 2.2446231; 2.3294853; 0.1195980; -0.9928224; 0.0420791; 47.9849591; -1.4738354; -0.0016381; 26.9278505; 5.4661697
83.1078476; 30.9078300; 2.2101562; 2.3523823; 0.1228339; -0.9924272; 0.1225269; 50.9762034; -1.4790303; -0.0009245; 27.7246648; 5.4341094
86.0720375; 31.2799915; 2.2046435; 2.3864578; 0.1263893; -0.9919807; 0.2228778; 53.9659728; -1.4804244; -0.0004733; 28.1128994; 5.4181498
89.0317509; 31.6623711; 2.2626730; 2.3781076; 0.1297232; -0.9915503; 0.3381727; 56.9534447; -1.4810622; 0.0001298; 28.8704079; 5.3863712
91.9876067; 32.0526203; 2.3233496; 2.3340007; 0.1317786; -0.9912792; 0.4616576; 59.9383180; -1.4805426; 0.0003914; 29.2401794; 5.3705519
94.9412686; 32.4463699; 2.3910463; 2.2936342; 0.1322528; -0.9912160; 0.5850870; 62.9209000; -1.4777375; 0.0009966; 29.9628808; 5.3390524
97.8944240; 32.8392048; 2.4293859; 2.2583034; 0.1312117; -0.9913544; 0.6999232; 65.9015932; -1.4754929; 0.0012543; 30.3162183; 5.3233720
100.8487602; 33.2267100; 2.4676128; 2.2424218; 0.1286350; -0.9916920; 0.7981986; 68.8808987; -1.4697255; 0.0016159; 31.0077951; 5.2921493
103.8059643; 33.6044706; 2.4544025; 2.2308592; 0.1245404; -0.9922145; 0.8727927; 71.8596122; -1.4663634; 0.0017551; 31.3463733; -9.2312039
106.7677236; 33.9680716; 2.4294985; 2.2156951; 0.1188949; -0.9929068; 0.9174368; 74.8388477; -1.4592471; 0.0017837; 29.9646397; -12.0591075
109.7357255; 34.3130981; 2.3876572; 2.2299203; 0.1118476; -0.9937254; 0.9270917; 77.8203117; -1.4557293; 0.0017430; 29.1508613; -12.1413631
112.7116572; 34.6351349; 2.3494671; 2.2740600; 0.1028913; -0.9946926; 0.8994666; 80.8055250; -1.4521665; 0.0002640; 27.3835612; -13.3544169
115.6968781; 34.9308618; 2.3133274; 2.3500905; 0.0950916; -0.9954685; 0.8397222; 83.7991135; -1.4519080; -0.0000043; 26.3929002; -13.4029544
118.6878264; 35.2133871; 2.2644242; 2.4559697; 0.0946137; -0.9955141; 0.7652544; 86.8038529; -1.4514870; 0.0001942; 24.2895281; -13.2649161
121.6771445; 35.5084920; 2.1738608; 2.5177001; 0.1033084; -0.9946494; 0.7019529; 89.8147318; -1.4510511; 0.0002429; 23.1746407; -12.7318580
124.6573764; 35.8422853; 2.1400388; 2.5211153; 0.1208072; -0.9926760; 0.6736504; 92.8258231; -1.4455820; 0.0030779; 20.9406143; -11.0408531
127.6210661; 36.2408759; 2.2212604; 2.4508039; 0.1472701; -0.9890963; 0.6916080; 95.8345093; -1.4368267; 0.0057028; 19.8611302; -9.6648357
130.5607578; 36.7303725; 2.2745101; 2.3062122; 0.1827503; -0.9831594; 0.7468092; 98.8411951; -1.3962056; 0.0152752; 17.9657752; -6.9542401
133.4689956; 37.3368839; 2.2948734; 2.0651556; 0.2269226; -0.9739128; 0.8068240; 101.8480357; -1.3597773; 0.0212284; 17.1763443; -5.4811105
136.3383236; 38.0865189; 2.2690307; 1.7707709; 0.2802382; -0.9599305; 0.8190306; 104.8593392; -1.2479346; 0.0332708; 15.9470102; -4.6930249
139.1612859; 39.0053863; 2.2411670; 1.4988532; 0.3386556; -0.9409104; 0.7269326; 107.8782740; -1.1797926; 0.0349118; 15.3487926; -4.7935258
141.9239679; 40.1249984; 2.1465063; 1.3461350; 0.4199087; -0.9075664; 0.5197447; 110.9218026; -1.0240259; 0.0455200; 14.1564738; -2.0738256
144.5065550; 41.5654657; 2.0471634; 1.3631117; 0.5674966; -0.8233757; 0.2914516; 113.9571468; -0.9217132; 0.0576041; 13.8611947; -0.1410352
146.7032954; 43.5181932; 1.8817509; 1.2998990; 0.7564878; -0.6540078; 0.1872553; 116.9634496; -0.6572549; 0.0675422; 13.8205451; -0.0416797
148.3864308; 46.0280266; 1.7851909; 1.2195833; 0.8843144; -0.4668919; 0.2304167; 120.0375841; -0.5311077; 0.0593347; 13.8145284; 1.5359962
149.5892999; 48.8423786; 1.7877069; 1.2185157; 0.9461572; -0.3237075; 0.2947237; 123.1431370; -0.3163532; 0.0489138; 14.3761804; 2.7386098
150.3647707; 51.7112035; 1.7729210; 1.3320482; 0.9802117; -0.1979523; 0.3229209; 126.1574247; -0.2299048; 0.0373492; 14.7512572; 4.7126406
150.7675817; 54.5889384; 1.8538432; 1.6141053; 0.9967070; -0.0810869; 0.4038432; 129.1080465; -0.1125319; 0.0239638; 16.1133737; 5.8088506
150.8530987; 57.4985741; 2.0980573; 1.8611056; 0.9998234; 0.0187941; 0.5844101; 132.0740849; -0.0655829; 0.0230102; 16.8170696; -5.8534932
150.6766878; 60.4631515; 2.3890857; 1.9927758; 0.9954526; 0.0952577; 0.8201631; 135.1070719; 0.0365796; 0.0292525; 15.3052407; -6.1656293
150.2934288; 63.5053615; 2.4859584; 2.2045184; 0.9883252; 0.1523590; 0.9958020; 138.2315694; 0.0991016; 0.0333345; 14.4794369; -5.4107572
149.7127056; 66.5920948; 2.4539322; 2.3466233; 0.9745076; 0.2243545; 1.0039317; 141.4482733; 0.2650270; 0.0516769; 13.0747149; -3.7170749
148.8484986; 69.5737429; 2.3791665; 2.3484355; 0.9403788; 0.3401291; 0.8006526; 144.6716715; 0.5072945; 0.0693993; 11.9829541; -2.3717762
147.6028373; 72.2861036; 2.5257278; 2.1792078; 0.8645786; 0.5024976; 0.4216974; 147.7931821; 0.6543520; 0.0799747; 11.5814316; -0.9008437
145.8777512; 74.5649746; 3.0392968; 1.8616207; 0.7072342; 0.7069794; -0.0227405; 150.7414422; 1.0252440; 0.0998820; 11.4084883; -0.0958200
143.5871311; 76.2444949; 4.0455183; 1.8676242; 0.4593758; 0.8882420; -0.4176242; 153.5498729; 1.2171167; 0.0934730; 11.3917231; -0.5560947
140.8653931; 77.1279603; 4.8489842; 2.5070425; 0.1416626; 0.9899150; -0.6370362; 156.2499640; 1.4000093; 0.0903786; 11.2939342; -0.0936304
138.0413857; 76.9924284; 5.4290101; 3.5645781; -0.2426533; 0.9701131; -0.5569696; 158.8563538; 1.7789055; 0.0847934; 11.2608133; 2.1543349
135.3677102; 75.8032749; 5.5663172; 4.3284768; -0.5296887; 0.8481921; -0.1105210; 161.7106533; 1.9252781; 0.0616305; 11.6361557; 4.5555364
132.9168936; 73.9357666; 4.5646992; 4.6759400; -0.6627840; 0.7488107; 0.5509169; 164.8938601; 2.1004697; 0.0286918; 13.3063093; 5.8696488
130.6664065; 71.7980963; 3.7172975; 4.5541900; -0.6985431; 0.7155680; 1.2266645; 168.1063737; 2.1373952; 0.0081616; 14.1588638; 5.8524101
128.4368984; 69.7530931; 3.5185958; 4.2339324; -0.6336544; 0.7736163; 1.7709110; 171.0451556; 2.0754240; -0.0401085; 14.5716419; -4.6178194
126.0461641; 68.1224232; 3.5632488; 4.1098330; -0.4820288; 0.8761554; 2.0955707; 173.6054730; 1.9914848; -0.0432356; 13.9251953; -2.6645503
123.4191717; 67.0177017; 3.6435550; 4.1709893; -0.2873400; 0.9578287; 2.1935549; 176.0060173; 1.8898988; -0.0571273; 13.5381490; -1.6505050
120.5259686; 66.4715993; 3.6843409; 4.3045941; -0.0867094; 0.9962336; 2.1244041; 178.5126851; 1.7698313; -0.0649675; 13.2927493; -1.5648492
117.4461343; 66.4914248; 3.7299370; 4.3745342; 0.0952331; 0.9954550; 1.9914926; 181.2247321; 1.5015882; -0.0696086; 12.7875640; -1.7133673
114.3606689; 67.0611064; 3.8499555; 4.4142522; 0.2670197; 0.9636911; 1.8929865; 184.0293264; 1.3614490; -0.0722002; 12.5174568; -1.7429620
111.4544003; 68.1636895; 3.9690640; 4.3585314; 0.4439441; 0.8960545; 1.8595442; 186.7874916; 1.0576136; -0.0821880; 12.0408824; -0.1064248
108.9119498; 69.7821233; 4.0595763; 4.3766976; 0.6294600; 0.7770329; 1.8505779; 189.3978013; 0.8868927; -0.0899291; 12.0232397; -0.1064248
106.8661324; 71.8751287; 4.0069974; 4.4777448; 0.7892168; 0.6141147; 1.8296351; 191.9100617; 0.7073680; -0.0879611; 12.0055711; 0.2157275
105.3299326; 74.3453851; 3.8720348; 4.6818238; 0.8983497; 0.4392811; 1.8174243; 194.4482808; 0.5356723; -0.0867241; 12.0413591; 0.3187528
104.2994422; 77.0876722; 3.8033574; 4.6983638; 0.9644673; 0.2642021; 1.8677728; 197.0386671; 0.1969202; -0.0801663; 12.1720056; 1.0136755
103.7707532; 79.9967694; 3.7742504; 4.7930380; 0.9955763; 0.0939568; 2.0030458; 199.6685431; 0.0439204; -0.0739909; 12.3369986; 1.6264182
103.7399575; 82.9674562; 3.7697703; 4.8845895; 0.9973392; -0.0729003; 2.1974210; 202.2996567; -0.0965615; -0.0666880; 12.5972116; 2.3004693
104.2031470; 85.8945120; 3.8427624; 4.9162158; 0.9708192; -0.2398125; 2.3927617; 204.8851608; -0.3440947; -0.0580215; 13.3403300; 2.5432123
105.1564135; 88.6727165; 3.9739260; 4.8060938; 0.9124880; -0.4091034; 2.5239259; 207.3874695; -0.4552809; -0.0540224; 13.7153177; 2.6993595
106.5958490; 91.1968489; 4.1090266; 4.6541975; 0.8143064; -0.5804352; 2.5201281; 209.7967813; -0.5607029; -0.0511156; 14.1024249; 2.6877947
108.5174323; 93.3618764; 4.0548621; 4.3286419; 0.6720368; -0.7405178; 2.3262479; 212.1824092; -0.6691811; -0.0588049; 14.4775930; 0.5201333
110.8804867; 95.1235108; 3.7058273; 3.7055632; 0.5299811; -0.8480095; 1.9426599; 214.7766929; -0.8729187; -0.0403523; 14.8050499; 3.9938395
113.5552258; 96.5851368; 3.1988511; 3.0984534; 0.4375225; -0.8992075; 1.4576263; 217.6842151; -0.9456563; -0.0331856; 15.3336873; 5.0242353
116.3985820; 97.8721484; 2.6839579; 2.5703929; 0.3955952; -0.9184250; 1.0028155; 220.7807660; -1.0479989; -0.0177133; 16.6838578; 5.7950760
119.2674877; 99.1099396; 2.2895683; 2.1728113; 0.4058354; -0.9139462; 0.6797224; 223.9299497; -1.0737804; -0.0082318; 17.3628677; 5.1862547
122.0217681; 100.4221946; 2.0569857; 1.9713688; 0.4600748; -0.8878802; 0.5374527; 227.0202912; -1.0732568; 0.0085035; 16.7015363; -9.1062644
124.5903793; 101.8917436; 2.0205638; 1.9057194; 0.5340266; -0.8454677; 0.5625023; 230.0267857; -1.0480686; 0.0167853; 15.5760732; -7.1225852
126.9728788; 103.5596927; 2.1258648; 1.9494171; 0.6135697; -0.7896406; 0.6758645; 232.9984929; -0.9358992; 0.0402168; 13.8812057; -4.1193881
129.1720115; 105.4652645; 2.2489786; 2.0346337; 0.6951455; -0.7188690; 0.7607063; 235.9895875; -0.8447395; 0.0511214; 13.2760899; -4.1163507
131.1905224; 107.6476819; 2.3233684; 1.9838284; 0.7699270; -0.6381320; 0.7000626; 239.0471124; -0.6228921; 0.0575714; 12.0050043; -4.6345270
132.9905930; 110.1369184; 2.4010110; 1.7024379; 0.8540359; -0.5202141; 0.4396038; 242.2159051; -0.4994166; 0.0673234; 11.2085590; -3.6890589
134.2479794; 112.8976406; 2.6050814; 1.5860449; 0.9616904; -0.2741377; 0.0590717; 245.3443854; -0.1511697; 0.1175509; 10.5161962; -0.0814174
134.5280974; 115.8594044; 2.9908436; 1.7448329; 0.9956945; 0.0926958; -0.2948312; 248.3106317; 0.0849439; 0.1160923; 10.5007423; 0.1178395
133.7300747; 118.7717704; 3.7655503; 1.9770078; 0.9087170; 0.4174128; -0.5270078; 251.2130998; 0.5026317; 0.0973783; 10.8012270; 1.5533278
132.1081644; 121.1933956; 3.7595702; 2.2687857; 0.7238065; 0.6900030; -0.6228302; 253.9474104; 0.6981463; 0.0985448; 11.0843643; 0.8020199
129.9024257; 122.8258735; 3.0956307; 2.3259463; 0.4582330; 0.8888321; -0.4960644; 256.5145971; 1.0559227; 0.0727167; 11.3714248; 3.5018507
127.2697040; 123.7743203; 2.6758747; 2.1873790; 0.2310042; 0.9729527; -0.1488734; 259.2578742; 1.1994522; 0.0692836; 11.9699246; 2.9676250
124.3532086; 124.2099767; 2.4632673; 2.0087082; 0.0778925; 0.9969618; 0.2470496; 262.2416203; 1.3219717; 0.0563316; 12.4546266; 4.1477704
121.2961489; 124.3040835; 2.3965479; 1.8968566; -0.0052733; 0.9999861; 0.5438122; 265.3477053; 1.5009817; 0.0318286; 13.8764196; 5.8582397
118.2297022; 124.2138243; 2.2999303; 1.9821337; -0.0519726; 0.9986485; 0.7002702; 268.4494436; 1.6170693; 0.0270745; 15.4669476; 5.8238798
115.1952079; 123.9914214; 2.1749765; 2.0856468; -0.0944806; 0.9955267; 0.7249764; 271.5234119; 1.6699692; 0.0259950; 16.2006000; 5.8067755
112.1933788; 123.6416316; 2.1097611; 2.1916589; -0.1367383; 0.9906072; 0.6427592; 274.5764208; 1.7630600; 0.0206534; 17.5704549; 5.7727176
109.2247279; 123.1689786; 2.1370245; 2.2306395; -0.1775437; 0.9841129; 0.4888209; 277.6102073; 1.8020240; 0.0184205; 18.2139989; 5.7557635
106.2897686; 122.5779859; 2.1915542; 2.2374154; -0.2170037; 0.9761708; 0.2936963; 280.6264723; 1.8676987; 0.0146649; 19.4320559; 5.7220047
103.3890140; 121.8731772; 2.2930441; 2.1930357; -0.2549312; 0.9669592; 0.0810751; 283.6267190; 1.8954592; 0.0131700; 20.0107812; 5.7051997
100.5229773; 121.0590762; 2.3604591; 2.1235243; -0.2912547; 0.9566455; -0.1318474; 286.6129581; 1.9432656; 0.0109425; 21.1159554; 5.6717374
97.6921716; 120.1402064; 2.4235202; 2.0947542; -0.3259124; 0.9454000; -0.3335444; 289.5876703; 1.9642795; 0.0101273; 21.6450828; 5.6550800
94.8971103; 119.1210917; 2.4700616; 2.1100488; -0.3588753; 0.9333855; -0.5170291; 292.5536052; 2.0022093; 0.0089654; 22.6619179; 5.6219117
92.1383065; 118.0062555; 2.4793057; 2.1769707; -0.3901372; 0.9207567; -0.6785576; 295.5135045; 2.0196478; 0.0085198; 23.1514534; 5.6054006
89.4162733; 116.8002215; 2.4430620; 2.2662774; -0.4197130; 0.9076568; -0.8162764; 298.4698679; 2.0520177; 0.0077126; 24.0966164; 5.5725237
86.7315240; 115.5075134; 2.3529308; 2.3790598; -0.4476346; 0.8942166; -0.9290063; 301.4248118; 2.0669939; 0.0073033; 24.5535572; 5.5561577
84.0845718; 114.1326549; 2.3034395; 2.4878146; -0.4739471; 0.8805533; -1.0154994; 304.3800288; 2.0944590; 0.0064692; 25.4389856; 5.5235696
81.4759298; 112.6801695; 2.2567638; 2.5428534; -0.4987062; 0.8667711; -1.0743201; 307.3368081; 2.1069564; 0.0060607; 25.8684546; 5.5073473
78.9061113; 111.1545810; 2.2224569; 2.5613568; -0.5219745; 0.8529611; -1.1040652; 310.2960677; 2.1296353; 0.0053295; 26.7030505; 5.4750455
76.3756295; 109.5604128; 2.2394910; 2.5536324; -0.5438211; 0.8392012; -1.1036204; 313.2583682; 2.1399429; 0.0050046; 27.1089337; 5.4589658
73.8849975; 107.9021888; 2.3350433; 2.5656687; -0.5643124; 0.8255614; -1.0723621; 316.2239216; 2.1588460; 0.0045101; 27.8995483; 5.4269477
71.4347286; 106.1844326; 2.5260694; 2.5627728; -0.5835368; 0.8120867; -1.0103510; 319.1925457; 2.1676722; 0.0043392; 28.2848776; 5.4110092
69.0252998; 104.4116644; 2.7526566; 2.5418213; -0.6014876; 0.7988822; -0.9186600; 322.1638068; 2.1845804; 0.0041600; 29.0369205; 5.3792725
66.6559275; 102.5882898; 2.9599754; 2.5102456; -0.6179776; 0.7861957; -0.7998251; 325.1380594; 2.1928310; 0.0041108; 29.4041166; 5.3634740
64.3242677; 100.7185716; 3.0718232; 2.4820055; -0.6329388; 0.7742019; -0.6580388; 328.1161849; 2.2010983; 0.0041813; 29.7657247; 5.3477219
62.0278793; 98.8067642; 3.0349816; 2.4654232; -0.6464436; 0.7629618; -0.4989358; 331.0983108; 2.2182369; 0.0044394; 30.4729818; 5.3163563
59.7643214; 96.8571218; 2.9311045; 2.4577520; -0.6585387; 0.7525469; -0.3292863; 334.0839656; 2.2273003; 0.0046504; 30.8190030; 5.3007426
57.5311531; 94.8738986; 2.7722471; 2.4707922; -0.6692769; 0.7430131; -0.1567163; 337.0721401; 2.2467801; 0.0051291; 31.4966812; 5.2696526
55.3259333; 92.8613488; 2.5973818; 2.4923583; -0.6787059; 0.7344101; 0.0106684; 340.0614306; 2.2572561; 0.0053762; 31.8286497; 5.2541761
53.1462211; 90.8237267; 2.4148996; 2.4639443; -0.6868722; 0.7267782; 0.1648024; 343.0502012; 2.2795929; 0.0058049; 32.4795618; 5.2233592
50.9895755; 88.7652865; 2.2921876; 2.3813204; -0.6938105; 0.7201576; 0.2983418; 346.0367540; 2.2912589; 0.0058917; 32.7987694; -2.2699248
48.8535555; 86.6902821; 2.2176512; 2.2987002; -0.6995739; 0.7145602; 0.4053137; 349.0194813; 2.3149579; 0.0059685; 32.2027937; -7.5429330
46.7357650; 84.6019334; 2.1534856; 2.2341836; -0.7046694; 0.7095358; 0.4811306; 351.9979199; 2.3270530; 0.0061557; 31.7321477; -7.5415569
44.6339558; 82.5000236; 2.0947976; 2.2272518; -0.7095326; 0.7046726; 0.5228272; 354.9741845; 2.3519817; 0.0062825; 30.7655301; -7.7444756
42.5459107; 80.3836228; 2.0180724; 2.2167859; -0.7141413; 0.7000016; 0.5291118; 357.9507443; 2.3644180; 0.0061868; 30.2592650; -8.0014039
40.4694125; 78.2518011; 1.9504187; 2.2037747; -0.7184932; 0.6955340; 0.5004181; 360.9301209; 2.3882400; 0.0056733; 29.1611906; -8.7888237
38.4022440; 76.1036288; 1.9438387; 2.1731025; -0.7225832; 0.6912840; 0.4396546; 363.9147908; 2.3989862; 0.0051046; 28.5537061; -9.4264058
36.3421880; 73.9381759; 1.9274216; 2.1547660; -0.7264052; 0.6872667; 0.3528575; 366.9070859; 2.4167083; 0.0037400; 27.1552831; -10.7795403
34.2870272; 71.7545126; 1.9487564; 2.1005732; -0.7299669; 0.6834825; 0.2474554; 369.9091910; 2.4237034; 0.0032777; 26.3516036; -11.2323532
32.2345444; 69.5517092; 1.9722789; 2.0278049; -0.7332300; 0.6799807; 0.1280084; 372.9232913; 2.4358812; 0.0029627; 24.5701713; -11.6546721
30.1825229; 67.3288356; 2.0038469; 1.9909657; -0.7363314; 0.6766210; -0.0051086; 375.9517292; 2.4417256; 0.0029016; 23.6050799; -11.1370796
28.1388407; 65.0824371; 2.1125890; 2.0321770; -0.7448332; 0.6672508; -0.1500124; 378.9909697; 2.4598813; 0.0073153; 21.7562329; -8.9218571
26.1472128; 62.8000957; 2.2969635; 2.1466951; -0.7637338; 0.6455313; -0.2983179; 382.0171855; 2.5002142; 0.0130588; 20.1452595; -7.0743327
24.2593034; 60.4674052; 2.5859113; 2.2324442; -0.7923971; 0.6100056; -0.4383535; 385.0045985; 2.5294798; 0.0164288; 19.4321930; -6.2517696
22.5267765; 58.0699595; 3.0223356; 2.2527829; -0.8297580; 0.5581234; -0.5582230; 387.9333040; 2.5657418; 0.0198709; 18.7795152; -5.5116154
21.0012965; 55.5933524; 3.2833851; 2.2066530; -0.8735404; 0.4867516; -0.6430425; 390.7933974; 2.6588949; 0.0268267; 17.6412654; -4.4303948
19.7345273; 53.0231777; 3.2890349; 2.1220476; -0.9195799; 0.3929031; -0.6720473; 393.5909064; 2.7156241; 0.0299302; 17.1330163; -3.9657893
18.7781333; 50.3450293; 2.9086998; 2.1189864; -0.9613351; 0.2753813; -0.6210611; 396.3555854; 2.8475911; 0.0367625; 16.2409208; -2.9130620
18.1837786; 47.5445011; 2.4417809; 2.2272127; -0.9905915; 0.1368519; -0.4728762; 399.1464594; 2.9254187; 0.0407405; 15.8791230; -1.6251218
18.0031272; 44.6071869; 2.0136287; 2.2232134; -0.9998975; -0.0143157; -0.2372904; 402.0472066; 3.1089639; 0.0481539; 15.4663994; -1.5480552
18.2684567; 41.5403354; 1.7501769; 2.0328401; -0.9883740; -0.1520423; 0.0281425; 405.1244897; -3.0787317; 0.0474021; 15.2654484; -2.0349932
18.9386968; 38.4331246; 1.6811842; 1.9314916; -0.9639803; -0.2659736; 0.2311840; 408.3274533; -2.8882298; 0.0487950; 14.6628037; -2.6545988
19.9554334; 35.3941055; 1.9225525; 1.9927001; -0.9301716; -0.3671250; 0.2881091; 411.5637007; -2.7890649; 0.0510197; 14.2971300; -2.6453398
21.2602525; 32.5318291; 2.5826935; 2.0828231; -0.8870701; -0.4616347; 0.1534790; 414.7387797; -2.5794570; 0.0540983; 13.4926512; -3.2038934
22.7962742; 29.9554279; 3.2351873; 2.1690701; -0.8231950; -0.5677587; -0.1452546; 417.7558475; -2.4690958; 0.0563481; 13.0103986; -3.5712740
24.5939355; 27.8071264; 3.4497145; 2.2300342; -0.6869638; -0.7266917; -0.4462759; 420.5111587; -2.2241250; 0.0730274; 12.0404082; -0.1064164
26.8163576; 26.2794356; 3.1289793; 2.0467127; -0.4194060; -0.9077988; -0.5117802; 423.0584985; -2.0544188; 0.0899362; 12.0227662; -0.1064164
29.5549004; 25.4903028; 2.8545917; 1.7346514; -0.1589462; -0.9872872; -0.2846514; 425.8097727; -1.9031856; 0.0640911; 12.0050982; 3.6569327
32.5718718; 25.2448914; 2.5355838; 2.0436162; -0.0211047; -0.9997773; 0.0928860; 428.8454695; -1.7164134; 0.0358680; 13.4927453; 5.8659705
