# 06b078a2-dc0e-4333-a9bf-249f295d642f
# 2bb9d6049f52c3244f3f2043f9b2539bac590943
# x_ref_m; y_ref_m; width_right_m; width_left_m; x_normvec_m; y_normvec_m; alpha_m; s_racetraj_m; psi_racetraj_rad; kappa_racetraj_radpm; vx_racetraj_mps; ax_racetraj_mps2
-52.4564983; -24.5773809; 6.0110081; 6.0229893; -0.8378473; -0.5459047; -3.0604414; 29.9762292; -2.5575786; 0.0009921; 43.7246138; 3.9200275
-50.8210285; -27.0884903; 5.9769078; 6.0197682; -0.8380504; -0.5455928; -3.0852835; 32.9742139; -2.5554782; 0.0011088; 43.9035111; 3.8905966
-49.1865607; -29.6001627; 5.9497434; 6.0092021; -0.8382649; -0.5452631; -3.1217615; 35.9723204; -2.5505705; 0.0013467; 44.2550698; 3.8262468
-47.5531574; -32.1124188; 5.9310520; 5.9953407; -0.8384909; -0.5449155; -3.1715310; 38.9706114; -2.5477657; 0.0014588; 44.4276108; 3.7934142
-45.9208809; -34.6252792; 5.9229450; 5.9768237; -0.8387283; -0.5445501; -3.2361361; 41.9691702; -2.5415354; 0.0016481; 44.7663150; 3.7288351
-44.2897936; -37.1387644; 5.9307553; 5.9605152; -0.8389771; -0.5441667; -3.3168043; 44.9680962; -2.5381935; 0.0016947; 44.9325584; 3.6970765
-42.6599579; -39.6528951; 5.9397751; 5.9542913; -0.8392373; -0.5437653; -3.4141786; 47.9674909; -2.5313837; 0.0016851; 45.2590197; 3.6345919
-41.0314362; -42.1676918; 5.9453930; 5.9542290; -0.8395088; -0.5433460; -3.5279856; 50.9674323; -2.5281314; 0.0015680; 45.4193111; 3.6038547
-39.4042908; -44.6831751; 5.9531129; 5.9549295; -0.8397918; -0.5429086; -3.6566419; 53.9679391; -2.5226231; 0.0011376; 45.7341918; 3.5433637
-37.7785843; -47.1993657; 5.9592561; 5.9559952; -0.8400858; -0.5424536; -3.7968082; 56.9689203; -2.5207600; 0.0007260; 45.8888487; 3.5135994
-36.1543788; -49.7162840; 5.9696914; 5.9643327; -0.8403922; -0.5419788; -3.9429182; 59.9701496; -2.5199455; -0.0003914; 46.1927578; 3.4550085
-34.5315567; -52.2338611; 5.9868760; 5.9774819; -0.8405971; -0.5416609; -4.0868518; 62.9704060; -2.5214140; -0.0010777; 46.3420723; 3.4261721
-32.9092308; -54.7516444; 5.9959758; 5.9935166; -0.8405827; -0.5416832; -4.2183475; 65.9683731; -2.5286125; -0.0025456; 46.6355712; 1.8074100
-31.2863083; -57.2690793; 5.9937481; 6.0129589; -0.8403476; -0.5420479; -4.3264276; 68.9636985; -2.5343782; -0.0032211; 46.7130008; -6.3323704
-29.6616968; -59.7856113; 5.9847198; 6.0295115; -0.8398916; -0.5427542; -4.4009976; 71.9563531; -2.5496513; -0.0043651; 46.2145820; -4.4665400
-28.0343036; -62.3006856; 5.9693916; 6.0337073; -0.8392140; -0.5438014; -4.4337072; 74.9467099; -2.5587806; -0.0047654; 46.0209259; -3.8052078
-26.4030360; -64.8137475; 5.9463213; 6.0292798; -0.8383135; -0.5451885; -4.4180062; 77.9355451; -2.5791843; -0.0053969; 45.7128892; -2.8694579
-24.7668016; -67.3242424; 5.9322397; 6.0271220; -0.8371890; -0.5469136; -4.3487745; 80.9239964; -2.5901898; -0.0056109; 45.5872033; -2.5414460
-23.1245076; -69.8316157; 5.9359601; 6.0169261; -0.8358378; -0.5489765; -4.2218847; 83.9135052; -2.6133420; -0.0059436; 45.3753003; -2.0900534
-21.4750615; -72.3353126; 5.9485770; 5.9945975; -0.8342612; -0.5513694; -4.0339034; 86.9058280; -2.6253376; -0.0060567; 45.2831053; -2.0889852
-19.8173707; -74.8347786; 5.9617375; 5.9657389; -0.8324434; -0.5541100; -3.7822560; 89.9028209; -2.6494887; -0.0059442; 45.0962781; -2.0499372
-18.1514196; -77.3300309; 5.9830081; 5.9425482; -0.8311073; -0.5561121; -3.4663583; 92.9109928; -2.6615677; -0.0061424; 45.0052939; -1.8351431
-16.4819459; -79.8236108; 6.0124802; 5.9170990; -0.8310225; -0.5562388; -3.0887609; 95.9349812; -2.6866302; -0.0063542; 44.8479386; -1.7002647
-14.8149982; -82.3187560; 6.0401849; 5.9044616; -0.8322046; -0.5544686; -2.6545832; 98.9729887; -2.6993418; -0.0063702; 44.7720686; -1.7064643
-13.1566250; -84.8187037; 6.0703275; 5.9015173; -0.8346390; -0.5507974; -2.1701046; 102.0222952; -2.7249002; -0.0064103; 44.6195255; -1.7028923
-11.5128749; -87.3266916; 6.0861068; 5.9145219; -0.8383038; -0.5452034; -1.6421006; 105.0795830; -2.7505771; -0.0064324; 44.4657412; -1.7373065
-9.8897965; -89.8459571; 6.0839625; 5.9454989; -0.8431657; -0.5376539; -1.0777295; 108.1410505; -2.7634524; -0.0064473; 44.3875494; -1.7465845
-8.2934384; -92.3797376; 6.0540226; 5.9959356; -0.8491706; -0.5281187; -0.4844923; 111.2025443; -2.7892373; -0.0064531; 44.2278068; -1.8117540
-6.7298491; -94.9312708; 5.9894023; 6.0551452; -0.8562777; -0.5165157; 0.1298228; 114.2597505; -2.8021598; -0.0064771; 44.1458217; -1.8025914
-5.2050771; -97.5037940; 5.9087705; 6.1081039; -0.8643282; -0.5029283; 0.7569318; 117.3083372; -2.8273559; -0.0060985; 43.9645273; -2.6275327
-3.7252337; -100.1005675; 5.8227943; 6.1376445; -0.8735492; -0.4867359; 1.3862188; 120.3430144; -2.8393842; -0.0059418; 43.8448628; -2.5326533
-2.3016790; -102.7267685; 5.7459084; 6.1147965; -0.8852722; -0.4650733; 2.0013445; 123.3516629; -2.8642504; -0.0064662; 43.6335023; -2.0855028
-0.9549134; -105.3909117; 5.7451473; 6.0590415; -0.8999670; -0.4359580; 2.5799841; 126.3187790; -2.8770734; -0.0063723; 43.5378281; -2.3135070
0.2936460; -108.1018465; 5.7846741; 6.0005728; -0.9167866; -0.3993773; 3.0980687; 129.2351800; -2.9024640; -0.0064299; 43.3248464; -1.8005232
1.4225821; -110.8684223; 5.8140111; 5.9507257; -0.9349383; -0.3548105; 3.5339596; 132.0967682; -2.9155914; -0.0067257; 43.2416687; -1.3725495
2.4105473; -113.6993915; 5.8446182; 5.9128451; -0.9529348; -0.3031753; 3.8721088; 134.9129492; -2.9293276; -0.0069729; 43.1781542; -1.3725495
3.2422806; -116.5949553; 5.8527732; 5.9008905; -0.9684837; -0.2490771; 4.1058102; 137.7109201; -2.9564113; -0.0064358; 43.0665987; -0.3021350
3.9132751; -119.5402091; 5.8538067; 5.9073298; -0.9807972; -0.1950305; 4.2349044; 140.5034943; -2.9694406; -0.0065995; 43.0525687; -0.5969262
4.4201222; -122.5187047; 5.8604665; 5.9143191; -0.9901064; -0.1403185; 4.2604665; 143.2892234; -2.9958420; -0.0065840; 42.9976428; -0.5335008
4.7594134; -125.5139944; 5.8833807; 5.9280746; -0.9964273; -0.0844555; 4.1819887; 146.0675103; -3.0090814; -0.0066643; 42.9728261; -0.6662747
4.9278135; -128.5096916; 5.8946964; 5.9818654; -0.9996157; -0.0277222; 3.9982024; 148.8416601; -3.0226322; -0.0068825; 42.9418131; -1.0489494
4.9287232; -131.4950713; 5.9039098; 6.0662090; -0.9996575; 0.0261717; 3.7104805; 151.6340612; -3.0493939; -0.0063597; 42.8583619; -0.0340107
4.7776157; -134.4695550; 5.9098676; 6.1426987; -0.9972289; 0.0743941; 3.3259458; 154.4685579; -3.0621264; -0.0063799; 42.8567751; -0.0701960
4.4912200; -137.4336195; 5.9211456; 6.2167804; -0.9931368; 0.1169584; 2.8570212; 157.3524022; -3.0879457; -0.0065391; 42.8434545; -0.3543638
4.0862652; -140.3877417; 5.9270739; 6.2510022; -0.9881229; 0.1536659; 2.3191932; 160.2877207; -3.1011005; -0.0066094; 42.8269129; -0.4728353
3.5794803; -143.3323983; 5.9652942; 6.2442647; -0.9828203; 0.1845653; 1.7297926; 163.2707523; -3.1276793; -0.0066709; 42.7802895; -0.5561723
2.9875942; -146.2680664; 6.0438481; 6.1973511; -0.9777529; 0.2097600; 1.1073778; 166.2935545; -3.1410292; -0.0066790; 42.7542863; -0.5545609
2.3273359; -149.1952226; 6.1209995; 6.1327145; -0.9733381; 0.2293751; 0.4711326; 169.3451937; 3.1155699; -0.0066131; 42.7064091; -0.4039329
1.6154345; -152.1143439; 6.1344611; 6.0940228; -0.9698738; 0.2436078; -0.1597136; 172.4129201; 3.1023775; -0.0065885; 42.6874926; -0.3473046
0.8686190; -155.0259071; 6.1269070; 6.0780302; -0.9676373; 0.2523450; -0.7667977; 175.4832794; 3.0770552; -0.0061057; 42.6781587; 0.5380098
0.1030921; -157.9304155; 6.1289973; 6.0892439; -0.9664212; 0.2569631; -1.3350678; 178.5451174; 3.0647517; -0.0062010; 42.7033578; 0.3494192
-0.6727430; -160.8287658; 6.1453046; 6.0954338; -0.9655760; 0.2601211; -1.8553245; 181.5954486; 3.0392296; -0.0065541; 42.7201497; -0.3048409
-1.4564502; -163.7221551; 6.1576348; 6.0925038; -0.9649024; 0.2626086; -2.3232486; 184.6347320; 3.0261388; -0.0065378; 42.7058792; -0.2662407
-2.2457445; -166.6117886; 6.1654711; 6.1067180; -0.9644545; 0.2642491; -2.7363543; 187.6628582; 2.9999378; -0.0065763; 42.6801041; -1.8978976
-3.0383412; -169.4988711; 6.1563998; 6.1265088; -0.9642241; 0.2650883; -3.0924283; 190.6804040; 2.9867750; -0.0065864; 42.5910962; -2.3869695
-3.8319553; -172.3846076; 6.1312351; 6.1245288; -0.9642176; 0.2651121; -3.3893116; 193.6880756; 2.9603957; -0.0066074; 42.3647194; -2.4614625
-4.6243020; -175.2702030; 6.1108126; 6.1236058; -0.9644336; 0.2643251; -3.6248868; 196.6869156; 2.9471759; -0.0066122; 42.2483834; -2.5103281
-5.4130965; -178.1568623; 6.0956916; 6.1235837; -0.9648722; 0.2627199; -3.7970753; 199.6782271; 2.9207408; -0.0066054; 42.0073195; -2.6411641
-6.1960539; -181.0457905; 6.0808479; 6.1110527; -0.9655225; 0.2603195; -3.9038533; 202.6637491; 2.9075420; -0.0065945; 41.8814125; -2.7190519
-6.9708894; -183.9381924; 6.0627565; 6.1075758; -0.9664007; 0.2570401; -3.9434379; 205.6451221; 2.8815447; -0.0063817; 41.6106821; -3.2210979
-7.7354833; -186.8351914; 6.0514913; 6.1126523; -0.9673689; 0.2533721; -3.9150108; 208.6265942; 2.8688391; -0.0063239; 41.4556087; -3.3918110
-8.4902755; -189.7366469; 6.0544043; 6.1117869; -0.9681618; 0.2503253; -3.8198829; 211.6139931; 2.8439332; -0.0060856; 41.1158197; -3.9422581
-9.2377208; -192.6414231; 6.0514265; 6.0994378; -0.9687060; 0.2482111; -3.6621112; 214.6094111; 2.8321125; -0.0057405; 40.9236520; -4.5989475
-9.9803282; -195.5483572; 6.0614705; 6.0998592; -0.9690254; 0.2469610; -3.4487731; 217.6127122; 2.8113526; -0.0044673; 40.4232801; -6.8714002
-10.7206070; -198.4562866; 6.0882827; 6.0822268; -0.9691192; 0.2465926; -3.1916242; 220.6231272; 2.8036676; -0.0032230; 40.0819463; -8.9768516
-11.4610663; -201.3640487; 6.1179987; 6.0607477; -0.9689896; 0.2471014; -2.9105481; 223.6383995; 2.7977216; 0.0004288; 39.0323567; -10.7723423
-12.2042154; -204.2704807; 6.1361614; 6.0493929; -0.9686350; 0.2484877; -2.6333062; 226.6550508; 2.8003903; 0.0022409; 38.4765591; -8.8471852
-12.9525634; -207.1744200; 6.1481242; 6.0355715; -0.9680502; 0.2507565; -2.3864422; 229.6698669; 2.8147368; 0.0046769; 37.6215700; -6.5982002
-13.7086195; -210.0747039; 6.1524562; 6.0283258; -0.9672331; 0.2538902; -2.1886940; 232.6810004; 2.8247572; 0.0053451; 37.2692355; -6.2348028
-14.4748929; -212.9701697; 6.1345257; 6.0234591; -0.9661560; 0.2579584; -2.0517071; 235.6882149; 2.8474784; 0.0059048; 36.6028314; -5.6030652
-15.2527211; -215.8601444; 6.0985329; 6.0308501; -0.9652072; 0.2614861; -1.9808942; 238.6892916; 2.8597322; 0.0063512; 36.2954578; -5.3111944
-16.0373721; -218.7464906; 6.0494161; 6.0510001; -0.9648564; 0.2627777; -1.9758064; 241.6830933; 2.8863581; 0.0068848; 35.7140764; -5.1161425
-16.8221555; -221.6318896; 5.9840057; 6.0769873; -0.9651385; 0.2617395; -2.0322796; 244.6717329; 2.9002596; 0.0070180; 35.4264799; -5.0919287
-17.6003795; -224.5190230; 5.9349085; 6.0979915; -0.9660396; 0.2583940; -2.1448585; 247.6568334; 2.9288130; 0.0072577; 34.8475985; -5.0805201
-18.3653525; -227.4105724; 5.9142211; 6.1107928; -0.9675364; 0.2527315; -2.3078110; 250.6393021; 2.9434360; 0.0073679; 34.5548521; -5.0813200
-19.1103827; -230.3092196; 5.9282241; 6.1088698; -0.9695852; 0.2447539; -2.5153577; 253.6195576; 2.9733425; 0.0075915; 33.9613712; -5.0930952
-19.8287787; -233.2176460; 5.9741534; 6.0829074; -0.9721273; 0.2344534; -2.7617707; 256.5976273; 2.9886387; 0.0077075; 33.6601713; -5.1015106
-20.5138487; -236.1385333; 6.0516028; 6.0471652; -0.9750779; 0.2218628; -3.0414667; 259.5734423; 3.0199779; 0.0079517; 33.0485029; -5.1130842
-21.1589010; -239.0745631; 6.1700787; 6.0131478; -0.9783649; 0.2068867; -3.3487539; 262.5464335; 3.0358287; 0.0078957; 32.7376847; -5.2994050
-21.7572440; -242.0284171; 6.3094433; 5.9911308; -0.9817943; 0.1899471; -3.6744110; 265.5175072; 3.0645694; 0.0067062; 32.0251620; -5.4111719
-22.2953428; -245.0008614; 6.3573178; 6.0008413; -0.9865800; 0.1632789; -3.9959155; 268.4515690; 3.0794938; 0.0082950; 31.6855075; -4.8822313
-22.7230228; -247.9824070; 6.3667979; 6.0377643; -0.9931129; 0.1171610; -4.2715938; 271.2840905; 3.1154581; 0.0092823; 31.0717705; -4.7446985
-22.9778986; -250.9601470; 6.3741626; 6.0602754; -0.9987698; 0.0495867; -4.4491896; 273.9825846; 3.1339610; 0.0093209; 30.7649244; -4.8395499
-22.9975762; -253.9211720; 6.3795933; 6.0778811; -0.9991970; -0.0400677; -4.4778810; 276.5436471; -3.1313222; 0.0084326; 30.4487588; -2.5388268
-22.7196618; -256.8525729; 6.3380953; 6.0812322; -0.9883051; -0.1524892; -4.3157216; 278.9974154; -3.0848468; 0.0142188; 30.2370999; -0.6731009
-22.0995727; -259.7436164; 6.2451188; 6.0127124; -0.9651365; -0.2617472; -3.9372674; 281.5208749; -3.0582020; 0.0121855; 30.1925560; 1.2206709
-21.1895994; -262.5954052; 6.0902832; 5.9423822; -0.9401891; -0.3406531; -3.3506292; 284.2742649; -3.0354713; 0.0106788; 30.2732882; 2.5384746
-20.0748093; -265.4130466; 5.9839330; 5.9130559; -0.9206002; -0.3905063; -2.6119499; 287.2365236; -2.9952509; 0.0095406; 30.6411305; 3.3513233
-18.8402955; -268.2016509; 5.9011445; 5.8810597; -0.9097893; -0.4150704; -1.8088798; 290.3311785; -2.9767085; 0.0090492; 30.8590511; 3.6814996
-17.5711513; -270.9663286; 5.8541094; 5.7895347; -0.9097782; -0.4150948; -1.0318040; 293.4691937; -2.9501565; 0.0047801; 31.4348686; 5.2725164
-16.3397704; -273.7121929; 5.7746651; 5.7049190; -0.9148862; -0.4037118; -0.3439802; 296.5646985; -2.9387897; 0.0066085; 31.7684763; 5.2569934
-15.1483536; -276.4443735; 5.6785283; 5.6497534; -0.9179408; -0.3967173; 0.2368384; 299.6021972; -2.9076725; 0.0084936; 32.0202472; -5.0322201
-13.9749834; -279.1680053; 5.6028291; 5.6323479; -0.9184602; -0.3955134; 0.7245952; 302.6073683; -2.8909503; 0.0082098; 31.7044488; -5.4638384
-12.7977206; -281.8882237; 5.5378206; 5.6307020; -0.9166317; -0.3997328; 1.1451591; 305.6056165; -2.8607466; 0.0067988; 30.9575850; -7.1753355
-11.5946259; -284.6101637; 5.4885948; 5.5876069; -0.9121415; -0.4098754; 1.5286304; 308.6211699; -2.8475973; 0.0063596; 30.4906125; -7.7146214
-10.3519206; -287.3393363; 5.4671147; 5.5093181; -0.9090050; -0.4167852; 1.8989321; 311.6552204; -2.8327890; 0.0002529; 29.2903269; -11.4744143
-9.1016912; -290.0833656; 5.4372610; 5.4173646; -0.9120870; -0.4099966; 2.2607242; 314.6763934; -2.8351337; -0.0026149; 28.4962515; -9.4178037
-7.8920365; -292.8506130; 5.3464224; 5.3294916; -0.9213950; -0.3886273; 2.6045963; 317.6592416; -2.8566405; -0.0080801; 27.2808304; -5.8948826
-6.7710714; -295.6494408; 5.2718902; 5.3150185; -0.9358617; -0.3523674; 2.9168314; 320.5828081; -2.8752774; -0.0105953; 26.8452921; -4.0382784
-5.7869113; -298.4882113; 5.2554318; 5.3597660; -0.9540311; -0.2997076; 3.1813342; 323.4295522; -2.9288912; -0.0156730; 26.3436237; -2.6129000
-4.9819021; -301.3731801; 5.2409884; 5.4335745; -0.9713918; -0.2374826; 3.3861940; 326.2203266; -2.9600412; -0.0154135; 26.1445474; -2.8948919
-4.3654204; -304.2985635; 5.2570430; 5.5041504; -0.9845714; -0.1749835; 3.5310927; 328.9930693; -3.0231794; -0.0163879; 25.7170995; -2.3544658
-3.9351494; -307.2543079; 5.2698673; 5.5507959; -0.9935775; -0.1131537; 3.6242830; 331.7582432; -3.0566188; -0.0170649; 25.5333811; -2.0342952
-3.6887589; -310.2303547; 5.2816941; 5.5774975; -0.9986488; -0.0519679; 3.6761680; 334.5211235; -3.0914482; -0.0177685; 25.3735744; -1.7058028
-3.6239186; -313.2166452; 5.2970910; 5.5612782; -0.9999646; 0.0084188; 3.6970909; 337.2858213; 3.1179114; -0.0191195; 25.1282514; -1.1240447
-3.7382980; -316.2031208; 5.2996188; 5.5361647; -0.9976880; 0.0679611; 3.6968104; 340.0545294; 3.0791180; -0.0196791; 25.0386480; -1.0171126
-4.0295668; -319.1797229; 5.3061056; 5.5259732; -0.9919496; 0.1266337; 3.6831976; 342.8281963; 3.0394686; -0.0199745; 24.9572915; -0.9762749
-4.4953947; -322.1363929; 5.3064571; 5.5196590; -0.9828453; 0.1844317; 3.6611653; 345.6069240; 2.9588527; -0.0202825; 24.8003743; -0.9758936
-5.1334514; -325.0630721; 5.3103557; 5.4903330; -0.9704289; 0.2413872; 3.6334386; 348.3902434; 2.9181784; -0.0204106; 24.7215677; -0.9365875
-5.9414021; -327.9497036; 5.3349814; 5.4769204; -0.9547432; 0.2974315; 3.6021349; 351.1778212; 2.8358315; -0.0207494; 24.5711758; -0.9157949
-6.9160567; -330.7865585; 5.3518568; 5.4934544; -0.9359979; 0.3520057; 3.5699762; 353.9710808; 2.7942386; -0.0208456; 24.4965377; -0.8925947
-8.0523433; -333.5646296; 5.3618091; 5.5049830; -0.9144275; 0.4047498; 3.5406317; 356.7705071; 2.7523934; -0.0210332; 24.4235710; -0.8328546
-9.3449392; -336.2750059; 5.3673746; 5.5074513; -0.8900982; 0.4557688; 3.5181172; 359.5743419; 2.6673843; -0.0214812; 24.2930363; -0.6727840
-10.7885217; -338.9087763; 5.3691234; 5.5223526; -0.8630519; 0.5051152; 3.5061373; 362.3806038; 2.6242057; -0.0217201; 24.2375970; -0.5908064
-12.3777683; -341.4570299; 5.3679487; 5.5361473; -0.8332846; 0.5528443; 3.5077732; 365.1869909; 2.5364123; -0.0221631; 24.1468972; -0.4280020
-14.1073563; -343.9108556; 5.3697600; 5.5593779; -0.8007586; 0.5989872; 3.5251756; 367.9910967; 2.4919184; -0.0223613; 24.1114296; -0.4280020
-15.9719630; -346.2613423; 5.3466079; 5.5584655; -0.7654033; 0.6435509; 3.5590181; 370.7905197; 2.4471761; -0.0223815; 24.0759097; -0.4001886
-17.9662660; -348.4995790; 5.3419941; 5.5362842; -0.7271335; 0.6864960; 3.6074093; 373.5830883; 2.3582932; -0.0217803; 24.0191004; 0.0098366
-20.0849424; -350.6166547; 5.3352049; 5.4915075; -0.6858137; 0.7277772; 3.6630461; 376.3668355; 2.3162749; -0.0202511; 24.0199193; 0.8912316
-22.3226653; -352.6036649; 5.3344681; 5.4466536; -0.6414499; 0.7671650; 3.7081257; 379.1414493; 2.2420637; -0.0172586; 24.2447378; 2.4225471
-24.6730778; -354.4531934; 5.3367367; 5.4335667; -0.5949348; 0.8037739; 3.7246876; 381.9126248; 2.2078867; -0.0169152; 24.4437156; 2.4533838
-27.1274886; -356.1611993; 5.3141236; 5.4395001; -0.5470670; 0.8370888; 3.7098024; 384.6863566; 2.1736503; -0.0173389; 24.6435887; 2.0228828
-29.6768842; -357.7241071; 5.2684262; 5.4719530; -0.4978883; 0.8672412; 3.6684259; 387.4644627; 2.1030832; -0.0178498; 24.9423341; 1.4373009
-32.3122515; -359.1383409; 5.2305088; 5.5072068; -0.4474894; 0.8942892; 3.6048397; 390.2483184; 2.0673615; -0.0178814; 25.0572921; 1.3105742
-35.0245771; -360.4003252; 5.1888104; 5.5262820; -0.3959054; 0.9182913; 3.5207274; 393.0387052; 1.9963597; -0.0175528; 25.2637620; 1.3269183
-37.8048478; -361.5064841; 5.1669119; 5.5210397; -0.3431560; 0.9392784; 3.4153681; 395.8363191; 1.9615449; -0.0172562; 25.3685651; 1.4207505
-40.6440504; -362.4532421; 5.1416909; 5.4956121; -0.2892331; 0.9572587; 3.2858870; 398.6420123; 1.9274718; -0.0168381; 25.4803016; 1.5899248
-43.5331714; -363.2370235; 5.1354599; 5.4493984; -0.2341596; 0.9721982; 3.1273947; 401.4572886; 1.8621776; -0.0157978; 25.7458581; 2.0404725
-46.4631977; -363.8542524; 5.1564556; 5.3781978; -0.1778108; 0.9840647; 2.9333263; 404.2840232; 1.8310539; -0.0153277; 25.9038450; 2.2209382
-49.4251103; -364.3015322; 5.1923012; 5.3012390; -0.1208145; 0.9926751; 2.6965215; 407.1273211; 1.7723105; -0.0139433; 26.2652725; 2.8731412
-52.4097683; -364.5792672; 5.2767695; 5.2124613; -0.0647660; 0.9979005; 2.4106879; 409.9955246; 1.7452991; -0.0130446; 26.4830967; 3.3347603
-55.4079147; -364.6914981; 5.3431307; 5.1461428; -0.0102756; 0.9999472; 2.0706237; 412.8937084; 1.7200119; -0.0122969; 26.7336927; 3.6853842
-58.4102874; -364.6424112; 5.3278116; 5.1701617; 0.0426749; 0.9990890; 1.6713756; 415.8247760; 1.6738205; -0.0108075; 27.3057333; 4.3929676
-61.4076248; -364.4361929; 5.2417896; 5.2283938; 0.0944932; 0.9955255; 1.2087501; 418.7907898; 1.6523110; -0.0107405; 27.6255466; 4.2413497
-64.3908966; -364.0775667; 5.1557561; 5.3093417; 0.1432573; 0.9896855; 0.6834821; 421.7952078; 1.6100377; -0.0103015; 28.2283443; 4.2047439
-67.3561233; -363.5829643; 5.0966447; 5.3967885; 0.1840420; 0.9829184; 0.1072700; 424.8396782; 1.5901233; -0.0096658; 28.5246289; 4.5363290
-70.3042260; -362.9801771; 5.0993321; 5.4710986; 0.2150515; 0.9766027; -0.4968624; 427.9145007; 1.5528500; -0.0091296; 29.1628217; 4.6094571
-73.2363270; -362.2974640; 5.1573207; 5.5220060; 0.2369940; 0.9715111; -1.1005914; 431.0022602; 1.5173177; -0.0085127; 29.7899099; 4.7921857
-76.1535491; -361.5630840; 5.1980273; 5.5192372; 0.2496484; 0.9683365; -1.6758016; 434.0824095; 1.5009106; -0.0079198; 30.1098486; 5.1524281
-79.0570620; -360.8047973; 5.2346512; 5.4667918; 0.2548390; 0.9669835; -2.1993028; 437.1387029; 1.4695844; -0.0078934; 30.7811676; 4.8236255
-81.9490919; -360.0392206; 5.3071304; 5.4063239; 0.2567746; 0.9664713; -2.6568144; 440.1699642; 1.4535135; -0.0081895; 31.0929294; 4.3709298
-84.8329046; -359.2720043; 5.4024224; 5.3466904; 0.2570765; 0.9663910; -3.0416498; 443.1796892; 1.4210498; -0.0080075; 31.6448548; 4.2441182
-87.7118099; -358.5083351; 5.4947626; 5.2965543; 0.2554061; 0.9668339; -3.3500152; 446.1686077; 1.4051274; -0.0079240; 31.9118994; 4.1807440
-90.5891174; -357.7534003; 5.5634452; 5.2826494; 0.2518425; 0.9677682; -3.5792019; 449.1394212; 1.3745235; -0.0072622; 32.4391653; 4.5832623
-93.4681370; -357.0123867; 5.6153326; 5.3331014; 0.2463579; 0.9691789; -3.7286717; 452.0953916; 1.3605987; -0.0066673; 32.7204553; 5.0736001
-96.3521783; -356.2904815; 5.6501029; 5.4016204; 0.2389607; 0.9710292; -3.8016141; 455.0406284; 1.3380677; -0.0043671; 33.3421715; 5.1815585
-99.2445510; -355.5928715; 5.6465379; 5.4504226; 0.2296538; 0.9732724; -3.8065927; 457.9795411; 1.3309514; -0.0027493; 33.6514751; 5.1663033
-102.1485649; -354.9247439; 5.6051313; 5.4886384; 0.2184631; 0.9758452; -3.7583380; 460.9163951; 1.3279476; 0.0012863; 34.2590381; 5.1359274
-105.0675297; -354.2912856; 5.5657523; 5.5064454; 0.2053738; 0.9786836; -3.6760414; 463.8546873; 1.3325840; 0.0033371; 34.5574968; 5.1208066
-108.0042298; -353.6974839; 5.5191078; 5.5084559; 0.1908522; 0.9816188; -3.5792865; 466.7986927; 1.3407479; 0.0048289; 34.8525324; 5.1057302
-110.9579090; -353.1469804; 5.4899677; 5.5083887; 0.1754660; 0.9844855; -3.4840511; 469.7495448; 1.3647282; 0.0069543; 35.4079495; 3.3582462
-113.9263483; -352.6428606; 5.4812068; 5.5073153; 0.1592488; 0.9872385; -3.4007903; 472.7050977; 1.3792178; 0.0075419; 35.5970887; 2.3042170
-116.9073243; -352.1882082; 5.4725576; 5.4998777; 0.1421512; 0.9898450; -3.3350633; 475.6631011; 1.4110794; 0.0082924; 35.5321064; -3.3312435
