# ae044b34-3f42-4cce-8aab-c34df34565ed
# 8c2cec4c57832ff121917315709ba66d2c4a73be
# x_ref_m; y_ref_m; width_right_m; width_left_m; x_normvec_m; y_normvec_m; alpha_m; s_racetraj_m; psi_racetraj_rad; kappa_racetraj_radpm; vx_racetraj_mps; ax_racetraj_mps2
40.5037081; 55.0943693; 7.7977283; 2.6842277; -0.8118103; 0.5839212; 0.1995023; 107.9571788; 2.5179885; 0.0006799; 49.8403768; 2.5239435
38.7558544; 52.6589439; 7.8382745; 2.8259541; -0.8130641; 0.5821742; 0.1995821; 110.9553225; 2.5208921; 0.0007731; 50.0417633; 2.4937355
37.0135543; 50.2196635; 7.8639284; 2.9772847; -0.8144355; 0.5802540; 0.1996739; 113.9534097; 2.5224836; 0.0008197; 50.1412515; 2.4788123
35.2773195; 47.7761663; 7.8645229; 3.1311198; -0.8159234; 0.5781600; 0.1997769; 116.9514543; 2.5259460; 0.0009129; 50.3378654; 2.4493202
33.5476619; 45.3280902; 7.8279913; 3.2828579; -0.8175265; 0.5758910; 0.1998896; 119.9494746; 2.5278170; 0.0009596; 50.4350097; 2.4347486
31.8250931; 42.8750736; 7.7362474; 3.4424234; -0.8192431; 0.5734463; 0.2000000; 122.9474942; 2.5318623; 0.0010735; 50.6270180; 2.4059473
30.1101249; 40.4167545; 7.6026335; 3.6133687; -0.8210719; 0.5708248; 0.2000000; 125.9455418; 2.5340828; 0.0011487; 50.7218996; 2.3917151
28.4032692; 37.9527710; 7.4371591; 3.7917483; -0.8230110; 0.5680254; 0.1994975; 128.9436511; 2.5390771; 0.0013529; 50.9094608; 2.3635809
26.7050376; 35.4827614; 7.2534763; 3.9773826; -0.8250587; 0.5650471; 0.1978011; 131.9418604; 2.5418873; 0.0014595; 51.0021570; 2.3496765
25.0159419; 33.0063637; 7.0620267; 4.1681358; -0.8272130; 0.5618885; 0.1941120; 134.9402118; 2.5481465; 0.0016729; 51.1854214; 2.3221868
23.3364938; 30.5232161; 6.8575995; 4.3643715; -0.8294713; 0.5585493; 0.1876159; 137.9387518; 2.5515971; 0.0017803; 51.2760055; 2.3085992
21.6672051; 28.0329568; 6.6459798; 4.5747717; -0.8318336; 0.5550251; 0.1774948; 140.9375325; 2.5591352; 0.0019952; 51.4551162; 2.2817326
20.0085876; 25.5352238; 6.4303099; 4.7970064; -0.8342891; 0.5513273; 0.1629253; 143.9366076; 2.5632371; 0.0021098; 51.5436579; 2.2684513
18.3611931; 23.0296433; 6.2225343; 5.0295236; -0.8368882; 0.5473738; 0.1431589; 146.9360414; 2.5719195; 0.0022235; 51.7187509; 2.2421874
16.7260830; 20.5156884; 6.0202171; 5.2683144; -0.8397251; 0.5430117; 0.1184645; 149.9357538; 2.5763981; 0.0022586; 51.8053166; 2.2292025
15.1046700; 17.9927266; 5.8009380; 5.5200435; -0.8428194; 0.5381964; 0.0898198; 152.9355439; 2.5855891; 0.0023399; 51.9765215; 2.2035218
13.4983733; 15.4601236; 5.5795157; 5.7744606; -0.8461583; 0.5329316; 0.0582250; 155.9352209; 2.5903043; 0.0023791; 52.0611744; 2.1892945
11.9086124; 12.9172449; 5.3726016; 6.0271686; -0.8497356; 0.5272090; 0.0246890; 158.9346217; 2.5999704; 0.0024576; 52.2284176; 2.1600269
10.3368066; 10.3634561; 5.1487817; 6.3097167; -0.8535424; 0.5210235; -0.0097718; 161.9336141; 2.6049205; 0.0024966; 52.3110013; 2.1455748
8.7843753; 7.7981227; 4.9554492; 6.5717171; -0.8575693; 0.5143684; -0.0441351; 164.9321029; 2.6150547; 0.0025745; 52.4741322; 2.1170269
7.2527380; 5.2206104; 4.7742972; 6.8225146; -0.8618064; 0.5072374; -0.0773753; 167.9300358; 2.6202383; 0.0026134; 52.5546947; 2.1029284
5.7433141; 2.6302848; 4.6059410; 7.0645796; -0.8662422; 0.4996243; -0.1084663; 170.9274088; 2.6308410; 0.0026921; 52.7138514; 2.0750760
4.2575228; 0.0265112; 4.4439473; 7.3007435; -0.8708654; 0.4915217; -0.1363860; 173.9242717; 2.6362599; 0.0027313; 52.7924601; 2.0613195
2.7967837; -2.5913445; 4.3073852; 7.5239317; -0.8756607; 0.4829268; -0.1601202; 176.9207345; 2.6473445; 0.0028126; 52.9477741; 2.0341395
1.3625161; -5.2239170; 4.1940147; 7.7307076; -0.8806218; 0.4738199; -0.1786692; 179.9169694; 2.6529995; 0.0028469; 53.0244932; 2.0207137
-0.0438661; -7.8718358; 4.0659999; 7.9187042; -0.8857027; 0.4642529; -0.1910673; 182.9132318; 2.6646919; 0.0030393; 53.1760898; 1.9941843
-1.4213656; -10.5353676; 3.7832388; 8.0878536; -0.8907534; 0.4544870; -0.1974440; 185.9097643; 2.6709354; 0.0032090; 53.2509806; 1.9810784
-2.7696861; -13.2141688; 3.7309791; 8.2416718; -0.8956897; 0.4446795; -0.1997395; 188.9065875; 2.6843741; 0.0035073; 53.3989796; 1.9551786
-4.0885985; -15.9078369; 3.7156166; 8.3786738; -0.9005234; 0.4348075; -0.2000000; 191.9036341; 2.6915154; 0.0036396; 53.4721005; 1.9423824
-5.3778738; -18.6159694; 3.7371373; 8.4977595; -0.9052517; 0.4248756; -0.1997989; 194.9008190; 2.7061806; 0.0036867; 53.6166161; 1.9170922
-6.6372830; -21.3381640; 3.7441992; 8.5922737; -0.9098756; 0.4148813; -0.1996612; 197.8980438; 2.7135507; 0.0036893; 53.6880229; 1.9045960
-7.8665971; -24.0740183; 3.7428240; 8.6636268; -0.9143948; 0.4048237; -0.1996384; 200.8952095; 2.7283045; 0.0036933; 53.8291643; 1.8798963
-9.0655871; -26.8231298; 3.7327692; 8.7158543; -0.9188094; 0.3947016; -0.1997116; 203.8922180; 2.7356870; 0.0036952; 53.8989104; 1.8676907
-10.2340238; -29.5850960; 3.7189558; 8.7442090; -0.9231192; 0.3845138; -0.1998493; 206.8889735; 2.7504613; 0.0036963; 54.0367820; 1.8435631
-11.3716784; -32.3595147; 3.7087280; 8.7665675; -0.9273243; 0.3742587; -0.2000000; 209.8853820; 2.7578452; 0.0036938; 54.1049185; 1.0167986
-12.4783217; -35.1459834; 3.7035316; 8.7899305; -0.9314234; 0.3639373; -0.2000000; 212.8813532; 2.7724664; 0.0035940; 54.0404837; -2.9988884
-13.5537248; -37.9440996; 3.7147158; 8.7916468; -0.9354196; 0.3535396; -0.1992328; 215.8768007; 2.7795398; 0.0034853; 53.9294710; -3.3586812
-14.5976631; -40.7534609; 3.7404803; 8.7634896; -0.9392984; 0.3431014; -0.1963389; 218.8716641; 2.7930743; 0.0033097; 53.6671417; -3.9653684
-15.6102627; -43.5736598; 3.7766309; 8.7034864; -0.9429978; 0.3327988; -0.1903077; 221.8660438; 2.7996468; 0.0032681; 53.5192788; -4.1364481
-16.5922500; -46.4042801; 3.8277644; 8.6150039; -0.9464866; 0.3227432; -0.1812401; 224.8602074; 2.8125148; 0.0031722; 53.2022195; -4.5187349
-17.5444104; -49.2449046; 3.9026855; 8.4845321; -0.9497778; 0.3129251; -0.1693744; 227.8543833; 2.8188092; 0.0031271; 53.0322125; -4.7029995
-18.4675291; -52.0951164; 4.0138728; 8.3055207; -0.9528782; 0.3033531; -0.1549723; 230.8487697; 2.8311297; 0.0030385; 52.6696207; -5.0686886
-19.3623912; -54.9544985; 4.1552233; 8.0877436; -0.9557961; 0.2940303; -0.1383148; 233.8435314; 2.8371586; 0.0029950; 52.4769500; -5.2500113
-20.2297820; -57.8226337; 4.3166401; 7.8336683; -0.9585392; 0.2849605; -0.1196975; 236.8388018; 2.8489582; 0.0029098; 52.0686577; -5.6090988
-21.0704868; -60.6991050; 4.4894735; 7.5565815; -0.9611154; 0.2761470; -0.0994269; 239.8346835; 2.8547311; 0.0028676; 51.8529317; -5.7878563
-21.8852908; -63.5834954; 4.6574693; 7.2660034; -0.9635321; 0.2675926; -0.0778175; 242.8312498; 2.8660248; 0.0027840; 51.3979494; -6.1434877
-22.6749791; -66.4753879; 4.8206191; 6.9629677; -0.9657969; 0.2592996; -0.0551878; 245.8285457; 2.8715469; 0.0027424; 51.1585257; -6.3207555
-23.4403372; -69.3743654; 4.9773902; 6.6464714; -0.9679170; 0.2512701; -0.0318586; 248.8265893; 2.8823413; 0.0026592; 50.6553172; -6.6746323
-24.1821500; -72.2800107; 5.1267312; 6.3174025; -0.9698994; 0.2435058; -0.0081497; 251.8253734; 2.8876142; 0.0026177; 50.3913069; -6.8510655
-24.9012030; -75.1919070; 5.2842781; 5.9791579; -0.9717511; 0.2360082; 0.0156218; 254.8248661; 2.8979097; 0.0025341; 49.8378676; -7.2038776
-25.5982813; -78.1096372; 5.4439656; 5.6411078; -0.9734785; 0.2287786; 0.0391433; 257.8250130; 2.9029322; 0.0024923; 49.5481625; -7.3796581
-26.2741702; -81.0327842; 5.6150739; 5.3068744; -0.9750882; 0.2218177; 0.0621085; 260.8257378; 2.9127244; 0.0024077; 48.9420722; -7.7311897
-26.9296549; -83.9609309; 5.7815406; 4.9876201; -0.9765862; 0.2151264; 0.0842186; 263.8269440; 2.9174935; 0.0023652; 48.6253660; -7.9060630
-27.5655206; -86.8936603; 5.9322351; 4.6810165; -0.9779786; 0.2087054; 0.1051832; 266.8285161; 2.9267749; 0.0022791; 47.9638237; -8.2552967
-28.1825526; -89.8305554; 6.0764794; 4.3839424; -0.9792709; 0.2025549; 0.1247212; 269.8303208; 2.9312862; 0.0022358; 47.6186245; -8.4286202
-28.7815361; -92.7711992; 6.2381354; 4.0980293; -0.9804687; 0.1966753; 0.1425614; 272.8322084; 2.9400474; 0.0021481; 46.8984609; -8.7738518
-29.3632563; -95.7151745; 6.4191866; 3.8243460; -0.9815770; 0.1910668; 0.1584426; 275.8340136; 2.9442961; 0.0021040; 46.5230918; -8.9445844
-29.9284985; -98.6620643; 6.6188834; 3.5546378; -0.9826010; 0.1857293; 0.1721139; 278.8355571; 2.9525268; 0.0020147; 45.7407509; -9.2835018
-30.4780479; -101.6114517; 6.8211758; 3.2977257; -0.9835449; 0.1806640; 0.1833344; 281.8366464; 2.9565085; 0.0019704; 45.3333404; -9.4493342
-31.0126897; -104.5629195; 7.0309531; 3.0489918; -0.9844141; 0.1758662; 0.1918729; 284.8370779; 2.9641962; 0.0018800; 44.4847797; -9.7785127
-31.5332092; -107.5160507; 7.2417249; 2.8144699; -0.9852096; 0.1713534; 0.1975076; 287.8366329; 2.9679158; 0.0018428; 44.0433038; -9.9238327
-32.0403848; -110.4704310; 7.4529944; 2.5932732; -0.9859478; 0.1670537; 0.2000000; 290.8351020; 2.9750277; 0.0017069; 43.1244731; -10.3239973
-32.5344020; -113.4258919; 7.6685480; 2.3857931; -0.9866900; 0.1626123; 0.2000000; 293.8324707; 2.9783530; 0.0016211; 42.6433694; -10.5461616
-33.0143977; -116.3826994; 7.8782234; 2.1924759; -0.9874695; 0.1578098; 0.1992272; 296.8289593; 2.9850039; 0.0017183; 41.6444347; -10.4806234
-33.4794017; -119.3411635; 8.0664357; 2.0243641; -0.9882764; 0.1526750; 0.1983324; 299.8247813; 2.9885034; 0.0017841; 41.1384214; -10.4431655
-33.9284439; -122.3015945; 8.2197609; 1.8949873; -0.9891067; 0.1472004; 0.1974853; 302.8201740; 2.9959053; 0.0019200; 40.1125967; -10.3833860
-34.3605542; -125.2643026; 8.3484328; 1.8319092; -0.9899542; 0.1413885; 0.1967886; 305.8153901; 2.9998104; 0.0019882; 39.5919162; -10.3596126
-34.7747624; -128.2295982; 8.4550731; 1.8582122; -0.9908130; 0.1352394; 0.1963286; 308.8107003; 3.0080350; 0.0021278; 38.5329023; -10.3265184
-35.1700984; -131.1977913; 8.5520413; 1.9981626; -0.9916765; 0.1287542; 0.1961711; 311.8063944; 3.0123580; 0.0021984; 37.9935687; -10.3156905
-35.5455919; -134.1691923; 8.6502446; 2.2581582; -0.9925382; 0.1219342; 0.1963574; 314.8027816; 3.0214340; 0.0023438; 36.8927411; -10.3092684
-35.9002729; -137.1441113; 8.7476510; 2.6026085; -0.9933908; 0.1147808; 0.1968999; 317.8001920; 3.0261918; 0.0024175; 36.3300150; -10.3092560
-36.2331711; -140.1228586; 8.8397311; 2.9756528; -0.9942269; 0.1072976; 0.1977767; 320.7989765; 3.0361603; 0.0025704; 35.1775015; -10.3190330
-36.5433165; -143.1057444; 8.9345122; 3.3150865; -0.9950395; 0.0994807; 0.1989267; 323.7995093; 3.0413728; 0.0026456; 34.5863157; -10.2160327
-36.8297388; -146.0930789; 9.0381435; 3.5733734; -0.9958182; 0.0913568; 0.2000000; 326.8021802; 3.0527510; 0.0030827; 33.3940796; -9.8738927
-37.0907589; -149.0849739; 9.1574905; 3.7118551; -0.9966197; 0.0821532; 0.2000000; 329.8072985; 3.0592000; 0.0033709; 32.7978707; -9.5531559
-37.3213509; -152.0806038; 9.2987873; 3.7154852; -0.9974753; 0.0710141; 0.1997638; 332.8140389; 3.0744085; 0.0042495; 31.6315461; -8.9629694
-37.5155028; -155.0788671; 9.4623219; 3.6187575; -0.9983228; 0.0578936; 0.1995231; 335.8212282; 3.0833533; 0.0047029; 31.0601237; -8.7148088
-37.6672025; -158.0786621; 9.6577514; 3.4811819; -0.9990845; 0.0427812; 0.1991176; 338.8279013; 3.1039210; 0.0055861; 29.9323561; -8.3038944
-37.7704376; -161.0788871; 9.8756832; 3.3406338; -0.9996708; 0.0256572; 0.1985217; 341.8333453; 3.1155193; 0.0060227; 29.3727207; -8.1426119
-37.8191961; -164.0784406; 10.1341935; 3.2145735; -0.9999788; 0.0065077; 0.1978751; 344.8371364; 3.1413125; 0.0068833; 28.2526966; -7.8936240
-37.8074656; -167.0762208; 10.4305883; 3.0878984; -0.9998923; -0.0146751; 0.1974432; 347.8391817; -3.1276893; 0.0073127; 27.6887238; -7.8022188
-37.7292341; -170.0711261; 10.7649894; 2.9576081; -0.9992820; -0.0378884; 0.1975429; 350.8397605; -3.0967236; 0.0081872; 26.5439268; -7.6822253
-37.5784893; -173.0620548; 11.1177288; 2.8494402; -0.9980061; -0.0631176; 0.1984282; 353.8395649; -3.0799161; 0.0086333; 25.9591127; -7.6034230
-37.3492191; -176.0479054; 11.4626929; 2.7335116; -0.9959128; -0.0903202; 0.2000000; 356.8397326; -3.0431893; 0.0099413; 24.7774509; -7.0392674
-37.0354111; -179.0275761; 11.7785208; 2.5821012; -0.9928382; -0.1194668; 0.2000000; 359.8418626; -3.0222313; 0.0110291; 24.2030442; -5.9493301
-36.6310533; -181.9999653; 12.0523643; 2.4254608; -0.9886305; -0.1503651; 0.1875876; 362.8478866; -2.9687835; 0.0153680; 23.2658561; -4.7980575
-36.1276284; -184.9616951; 12.2435014; 2.3111691; -0.9825251; -0.1861302; 0.1433743; 365.8586760; -2.9367877; 0.0166665; 22.8500123; -4.5852914
-35.5045846; -187.8984522; 12.3266587; 2.2371104; -0.9731033; -0.2303690; 0.0705438; 368.8668049; -2.8660075; 0.0186999; 22.0494041; -4.2844401
-34.7377604; -190.7926435; 12.3156544; 2.1713248; -0.9590462; -0.2832496; -0.0168402; 371.8639339; -2.8277260; 0.0196472; 21.6576097; -4.1978482
-33.8029938; -193.6266753; 12.2174918; 2.1035820; -0.9387847; -0.3445045; -0.1017872; 374.8459146; -2.7454329; 0.0216415; 20.8813912; -3.8877020
-32.6761226; -196.3829537; 12.0484285; 2.0453529; -0.9105700; -0.4133550; -0.1671133; 377.8148367; -2.7009751; 0.0228595; 20.5059511; -3.5221345
-31.3329848; -199.0438850; 11.8259909; 1.9834454; -0.8725864; -0.4884598; -0.2000000; 380.7808787; -2.6027860; 0.0266667; 19.8621975; -2.0721154
-29.7546132; -201.5901085; 11.5627387; 1.9317995; -0.8255747; -0.5642929; -0.2000000; 383.7596119; -2.5465486; 0.0295887; 19.6526081; -1.8337006
-27.9471907; -203.9937102; 11.2158982; 1.9130679; -0.7711087; -0.6367035; -0.1922620; 386.7502227; -2.4235029; 0.0317708; 19.2925343; -1.6039308
-25.9245001; -206.2241911; 10.7858633; 1.9020058; -0.7084396; -0.7057715; -0.1902615; 389.7445572; -2.3593020; 0.0325215; 19.1256699; -1.5864814
-23.7003260; -208.2510518; 10.3038076; 1.9010741; -0.6365007; -0.7712761; -0.1944356; 392.7362245; -2.2267041; 0.0339038; 18.7983712; -1.4128182
-21.2884528; -210.0437928; 9.8198039; 1.9568062; -0.5542791; -0.8323309; -0.2000000; 395.7224865; -2.1581357; 0.0347601; 18.6475728; -1.4093689
-18.7026652; -211.5719146; 9.4157732; 2.0374740; -0.4608177; -0.8874948; -0.2000000; 398.7057189; -2.0168219; 0.0361189; 18.3509212; -1.0803299
-15.9604730; -212.8070524; 9.1097395; 2.1320864; -0.3594569; -0.9331617; -0.1885145; 401.6931313; -1.9434233; 0.0373593; 18.2328938; -1.0227948
-13.0975207; -213.7312315; 8.9055670; 2.2382172; -0.2538881; -0.9672336; -0.1776441; 404.6828494; -1.7914095; 0.0386936; 18.0164376; -0.8327442
-10.1549626; -214.3296347; 8.8061600; 2.3041166; -0.1435431; -0.9896441; -0.1757732; 407.6674055; -1.7134483; 0.0394295; 17.9238303; -0.7486378
-7.1739541; -214.5874449; 8.7893151; 2.2460270; -0.0276293; -0.9996182; -0.1826660; 410.6404282; -1.6340139; 0.0400644; 17.8401658; -0.5306857
-4.1956508; -214.4898455; 8.8189771; 2.0475064; 0.0941190; -0.9955610; -0.1931360; 413.5992839; -1.4699381; 0.0422187; 17.7599859; -0.0125641
-1.2612082; -214.0220197; 8.8480094; 1.8785444; 0.2214459; -0.9751727; -0.2000000; 416.5473681; -1.3849913; 0.0427674; 17.7585721; 0.0000000
1.5890431; -213.1752587; 8.8140760; 1.9601738; 0.3458631; -0.9382850; -0.1934766; 419.4971563; -1.2141014; 0.0424291; 17.7585721; 0.1192602
4.3187939; -211.9706286; 8.6956510; 2.3783862; 0.4591153; -0.8883767; -0.1823201; 422.4595413; -1.1302182; 0.0416160; 17.7719877; 0.3558620
6.8929583; -210.4382548; 8.5728345; 3.0002009; 0.5615377; -0.8274512; -0.1755993; 425.4357942; -0.9662179; 0.0405371; 17.8681850; 0.5576393
9.2764511; -208.6082649; 8.5360105; 3.5993444; 0.6541413; -0.7563724; -0.1781139; 428.4219131; -0.8857746; 0.0400543; 17.9304440; 0.6224985
11.4341866; -206.5107863; 8.5791439; 4.0197568; 0.7376253; -0.6752103; -0.1889846; 431.4114890; -0.7272018; 0.0392862; 18.0731359; 0.6676260
13.3310794; -204.1759466; 8.6966704; 4.2576815; 0.8122861; -0.5832592; -0.2000000; 434.3984055; -0.6493868; 0.0386241; 18.1468076; 0.7808284
14.9350314; -201.6351589; 8.8646458; 4.3230754; 0.8757026; -0.4828508; -0.2000000; 437.3810163; -0.4944028; 0.0391847; 18.3009058; -0.1207317
16.2285341; -198.9261154; 9.0054723; 4.2363655; 0.9259388; -0.3776736; -0.1963767; 440.3616104; -0.4161571; 0.0391653; 18.2877174; -0.3920913
17.1985261; -196.0884220; 9.0065573; 4.0258565; 0.9633923; -0.2680958; -0.1947353; 443.3395466; -0.2593464; 0.0393664; 18.1954827; -0.4334133
17.8319473; -193.1616852; 8.8170027; 3.6887092; 0.9880879; -0.1538903; -0.1956884; 446.3129364; -0.1804038; 0.0396747; 18.1478185; -0.2520559
18.1157373; -190.1855115; 8.4957123; 3.2254232; 0.9993840; -0.0350930; -0.1981957; 449.2808796; -0.0190027; 0.0411164; 18.1200412; 0.0000000
18.0368359; -187.1995072; 8.1519725; 2.7058135; 0.9960428; 0.0888754; -0.2000000; 452.2450574; 0.0631122; 0.0410814; 18.1200412; 0.0115143
17.5837770; -184.2431249; 7.8574711; 2.2953515; 0.9770860; 0.2128450; -0.1882114; 455.2133887; 0.2241671; 0.0393910; 18.1494304; 0.5245312
16.7689921; -181.3535076; 7.6198405; 2.0355089; 0.9448758; 0.3274291; -0.1623680; 458.1966122; 0.3027856; 0.0393419; 18.2070944; 0.4582317
15.6233324; -178.5660181; 7.4132317; 1.8763762; 0.9024601; 0.4307735; -0.1429994; 461.1950487; 0.4588321; 0.0386311; 18.3126623; 0.5449061
14.1781247; -175.9159737; 7.1810025; 1.8745120; 0.8511535; 0.5249168; -0.1440447; 464.1998120; 0.5353614; 0.0380415; 18.3720302; 0.6598089
12.4646955; -173.4386914; 6.9021393; 2.1638898; 0.7915832; 0.6110614; -0.1679441; 467.1972209; 0.6843105; 0.0359756; 18.5344648; 1.1414357
10.5143714; -171.1694882; 6.5882478; 2.5436225; 0.7224795; 0.6913924; -0.2000000; 470.1713316; 0.7530190; 0.0328343; 18.6571302; 2.0707627
8.3587223; -169.1402709; 6.2563364; 2.8410785; 0.6479321; 0.7616981; -0.2000000; 473.1122747; 0.8720925; 0.0265543; 19.1763021; 3.7351705
6.0329818; -167.3316113; 5.9322244; 3.0278130; 0.5822372; 0.8130190; -0.1596354; 476.0443607; 0.9217675; 0.0231007; 19.5616816; 4.6603105
3.5752150; -165.6844058; 5.5810067; 3.1595316; 0.5341660; 0.8453796; -0.1027875; 478.9962750; 0.9970202; 0.0144157; 20.5151233; 4.9000000
1.0235606; -164.1385208; 5.2038597; 3.2675535; 0.5055691; 0.8627861; -0.0484687; 481.9777003; 1.0213474; 0.0099523; 20.9870134; 4.9000000
-1.5838429; -162.6338231; 4.8173092; 3.3486878; 0.4974971; 0.8674656; -0.0102010; 484.9880533; 1.0410741; -0.0002735; 21.2618630; -11.1602287
